t,s,r,p
10.19999999999998,7174714.18917335,8.878323475960068,13257.29043019308
10.29999999999998,7532696.478307655,9.397574148744393,13918.862801713974
10.399999999999979,7908540.289999503,9.946546169203843,14613.443919746562
10.499999999999979,8303136.824729355,10.52691315070903,15342.680756951526
10.599999999999978,8717421.74941629,11.140441744904141,16108.302461666764
10.699999999999978,9152377.41607049,11.788996760518218,16912.12445806196
10.799999999999978,9609035.191145362,12.474546561412868,17756.052750870334
10.899999999999977,10088477.90111269,13.199168758990536,18642.088444904934
10.999999999999977,10390093.021010933,13.699055144141713,19179.31376537581
11.099999999999977,10700725.525042139,14.217044756582379,19733.08331385746
11.199999999999976,11020645.00584685,14.753773572187784,20303.880125568994
11.299999999999976,11350129.116074009,15.30989942291364,20892.20195512599
11.399999999999975,11689463.809350945,15.88610273549661,21498.56170993179
11.499999999999975,12038943.588457633,16.483087294797823,22123.487896686078
11.599999999999975,12398871.760920633,17.101581032602873,22767.525081399075
11.699999999999974,12769560.702248495,17.74233684271844,23431.234363311352
11.799999999999974,13151332.127037143,18.40613342323315,24115.19386313133
11.899999999999974,13544517.368180454,19.09377614683863,24819.999226015003
11.999999999999973,406294.8834299557,19.806097960136047,22928.819043441752
12.099999999999973,418441.8773750238,20.40446573623946,22418.181767021913
12.199999999999973,430952.02987295354,21.020909659663605,21920.985331845186
12.299999999999972,443836.1982712593,21.655975755361204,21436.942601996503
12.399999999999972,457105.5645194623,22.31022654086423,20965.77439249986
12.499999999999972,470771.6448737133,22.98424152440471,20507.209310176964
12.599999999999971,484846.2998915548,23.678617718079053,20060.98359927239
12.69999999999997,499341.7447254957,24.393970166510307,19626.840991759265
12.79999999999997,514270.5597243338,25.13093249147629,19204.53256224225
12.89999999999997,529645.7013514255,25.89015745298574,18793.81658737753
12.99999999999997,545480.5134293783,26.672317527299235,18394.458409732368
13.09999999999997,561788.7387209272,27.478105502406535,18006.2303060095
13.199999999999969,578584.5308560426,28.30823509148756,17628.911359564434
13.299999999999969,595882.4666156251,29.163441564900005,17262.28733714644
13.399999999999968,613697.5585824429,30.044482401253145,16906.150569796613
13.499999999999968,632045.2681702975,30.952137958144135,16560.29983783914
13.599999999999968,650941.5190427186,31.88721216315061,16224.54025990442
13.699999999999967,670402.7109328412,32.85053322569127,15898.683185925282
13.799999999999967,690445.7338764523,33.84295437038462,15582.546094050122
13.899999999999967,711087.9828705655,34.865354592555086,15275.95249141926
13.999999999999966,732347.3729702405,35.91863943655531,14978.731818753366
14.099999999999966,754242.3548367539,37.00374179759356,14690.719358705179
14.199999999999966,776791.9307506122,38.121622747776186,14411.756147928321
14.299999999999965,800015.6711033063,39.2732723870962,14141.6888928193
14.399999999999965,823933.7313821205,40.45971072012145,13880.36988889132
14.499999999999964,848566.8696627343,41.681988559158334,13627.656943740823
14.599999999999964,873936.4646248023,42.94118845469061,13383.413303570127
14.699999999999964,900064.5341061446,44.23842565391696,13147.507583231823
14.799999999999963,926973.7542116513,45.574849088235766,12919.813699763019
14.899999999999963,954687.4789934873,46.95164239055122,12700.210809379763
14.999999999999963,983229.7607196745,48.370024943301395,12488.583247904413
15.099999999999962,1012625.3707486441,49.83125295813585,12284.820474600947
15.199999999999962,1042899.821027875,51.336620588198635,12088.817019395592
15.299999999999962,1074079.3862352772,52.88746107400119,11900.472433462419
15.399999999999961,1106191.1265825357,54.48514792389945,11719.691243155885
15.499999999999961,1139262.9113002052,56.13109613022023,11546.3829072746
15.59999999999996,1173323.4428249395,57.82676342211323,11380.46177764291
15.69999999999996,1208402.2817098454,59.57365155623772,11221.847062999193
15.79999999999996,1244529.8722795814,61.37330764642647,11070.462796182093
15.89999999999996,1281737.5690524662,63.22732553350374,10926.23780460821
15.99999999999996,1320057.6639525308,65.13734719647009,10789.105684037135
16.09999999999996,1359523.4143351256,67.1050642063029,10659.004775622012
16.19999999999996,1400169.0718504116,69.13221922365963,10535.878146246192
16.29999999999996,1442029.9121697817,71.22060754180947,10419.673572148884
16.399999999999963,1485142.2656010138,73.3720786761591,10310.343525845083
16.499999999999964,1529543.548618722,75.58853800177957,10207.845166347459
16.599999999999966,1575272.2963374774,77.87194844038372,10112.140332700308
16.699999999999967,1622368.1959557743,80.2243321982475,10023.195540838038
16.79999999999997,1670872.1211998719,82.64777255661326,9940.981983783207
16.89999999999997,1720826.1677974015,85.14441571616001,9865.475535201516
16.99999999999997,1772273.690011531,87.71647269717313,9796.656756333707
17.099999999999973,1825259.3382673871,90.36622129709545,9734.510906326823
17.199999999999974,1879829.097903396,93.09600810719247,9679.027955989875
17.299999999999976,1936030.3290811742,95.90825059011665,9630.20260500149
17.399999999999977,1993911.807888602,98.80543922020968,9588.034302599777
17.49999999999998,2053523.7686717561,101.79013968843722,9552.527271787309
17.59999999999998,2114917.947632441,104.86499517390766,9523.690537086775
17.69999999999998,2178147.6277291533,108.0327286839855,9501.537955885618
17.799999999999983,2243267.6849204516,111.29614546507068,9486.08825341073
17.899999999999984,2310334.635790861,114.65813548617749,9477.365061377106
17.999999999999986,2379406.686600654,118.12167599751146,9475.396960357242
18.099999999999987,2450543.7838020646,121.68983416630878,9480.21752592089
18.19999999999999,2523807.666065794,125.3657697922712,9491.86537859787
18.29999999999999,2599261.917862944,129.15273810499983,9510.384237719541
18.39999999999999,2676972.0246488946,133.0540926459038,9535.822979197696
18.499999999999993,2757005.4296970107,137.0732882371348,9568.235697302682
18.599999999999994,2839431.5926315063,141.21388404017472,9607.681770505847
18.699999999999996,2924322.0497102654,145.47954670678405,9654.22593145454
18.799999999999997,3011750.4759099362,149.87405362509958,9707.938341151354
18.9,3101792.748867186,154.4012962637544,9768.89466741253
19.0,3194527.0147316027,159.06528361698037,9837.176167684069
19.1,3290033.7559874053,163.8701457537415,9912.869776297457
19.200000000000003,3388395.861302813,168.82013747404042,9996.068196250688
19.300000000000004,3489698.6974677057,173.91964207563305,10086.869995603825
19.400000000000006,3594030.183482001,179.17317523448594,10185.379708582183
19.500000000000007,3701480.8668590514,184.58538900241035,10291.707941484055
19.60000000000001,3812144.0022102837,190.16107592541132,10405.971483493882
19.70000000000001,3926115.6321792817,195.90517328639646,10528.293422505752
19.80000000000001,4043494.6707955548,201.82276747599983,10658.803266066312
19.900000000000013,4164382.989320334,207.91909849538902,10797.637067550368
20.000000000000014,4288885.504658899,214.19956459504067,10944.937557686822
20.100000000000016,4417110.270416166,220.66972705358987,11100.854281557047
20.200000000000017,4549168.570674562,227.33531510098285,11265.543741192296
20.30000000000002,4685175.016575582,234.20223099029027,11439.169543901518
20.40000000000002,4825247.645788841,241.27655522266974,11621.902556465659
20.50000000000002,4969508.024954939,248.56455193010146,11813.921065339473
20.600000000000023,5118081.355191085,256.07267442066154,12015.410943006927
20.700000000000024,5271096.580750995,263.80757089123983,12226.56582064141
20.800000000000026,5428686.500933413,271.7760903127588,12447.587267227313
20.900000000000027,5590987.885336349,279.98528849310117,12678.68497530496
21.00000000000003,5758141.592557074,288.44243432311316,12920.076953506466
21.10000000000003,5930292.6924408935,297.1550162112099,13171.989726055881
21.20000000000003,6107590.591984784,306.1307487122784,13434.65853941277
21.300000000000033,6290189.16500517,315.37757935674415,13708.32757624458
21.400000000000034,6478246.885682381,324.903695685846,13993.250176919213
21.500000000000036,6671926.966097684,334.7175324993439,14289.689068715752
21.600000000000037,6871397.497882258,344.827779322075,14597.916602957708
21.70000000000004,7076831.59810105,355.2433880959655,14918.215000280032
21.80000000000004,7288407.559498112,365.9735811043049,15250.876604247973
21.90000000000004,7506309.005233829,377.02785913529686,15596.20414355304
22.000000000000043,7730725.048248322,388.4160098921096,15954.511003018588
22.100000000000044,7961850.455389334,400.1481166568699,16326.121503655178
22.200000000000045,8199885.816447048,412.23456721626644,16711.371192013452
22.300000000000047,8445037.718242543,424.68606305666384,17110.60713909036
22.40000000000005,8697518.92392095,437.51362883686164,17524.188249052662
22.50000000000005,8957548.55760497,450.7286221468838,17952.485578050084
22.60000000000005,9225352.294568935,464.3427435614337,18395.882663399127
22.700000000000053,9501162.557098534,478.3680469969107,18854.775863427476
22.800000000000054,9785218.716206133,492.8169503811561,19329.574708278033
22.900000000000055,10077767.299376795,507.7022466453677,19820.702261981078
23.000000000000057,10379062.20452526,523.0371150479124,20328.595496112706
23.10000000000006,10689364.920349611,538.8351328400564,20853.705675367666
23.20000000000006,11008944.753272844,555.1102872839377,21396.498755384964
23.30000000000006,11338079.061169311,571.8769880334145,21957.455793175155
23.400000000000063,11677053.494078876,589.150079888747,22537.073370509075
23.500000000000064,12026162.242117703,606.9448559363984,23135.864030638953
23.600000000000065,12385708.290800825,625.2770710855841,23754.356728734307
23.700000000000067,12756003.6839981,644.1629560135468,24393.097296426844
23.800000000000068,13137369.794751754,663.6192315318984,25052.648920870815
23.90000000000007,13530137.604190538,683.6631233867414,25733.59263873769
24.00000000000007,405863.5336538628,704.3123775056667,23727.867205661307
24.100000000000072,417997.63153911795,725.4459292252334,23198.010673610053
24.200000000000074,430494.50242386735,747.2136124775952,22682.05498628163
24.300000000000075,443364.9921287403,769.6344549452981,22179.701930047442
24.400000000000077,456620.27073175384,792.728055253076,21690.66150695807
24.500000000000078,470271.84226263233,816.5146000994569,21214.651769214495
24.60000000000008,484331.5546869583,841.0148819024159,20751.39865855818
24.70000000000008,498811.6101888193,866.2503169745016,20300.63585049023
24.800000000000082,513724.5757608748,892.2429642433217,19862.104603232896
24.900000000000084,529083.3941110346,919.0155445337517,19435.55361134957
25.000000000000085,544901.3948952132,946.5914604287236,19020.738863942417
25.100000000000087,561192.3062859111,974.9948167259527,18617.423507349573
25.200000000000088,577970.2668866602,1004.250441508486,18225.37771226669
25.30000000000009,595249.838002677,1034.3839078474896,17844.378545220425
25.40000000000009,613046.0162783697,1065.421556156246,17474.209844324196
25.500000000000092,631374.2467126701,1097.390517214901,17114.662099249188
25.600000000000094,650250.436063484,1130.3187358860891,16765.532335346365
25.700000000000095,669690.9666528945,1164.2349955421632,16426.624001857846
25.800000000000097,689712.7105850992,1199.1689432253847,16097.74686415858
25.900000000000098,710333.044389421,1235.1511155630656,15778.71689997188
26.0000000000001,731569.8641011012,1272.2129654603148,15469.356199504962
26.1000000000001,753441.6007929624,1310.3868895937242,15169.49286945311
26.200000000000102,775967.236571421,1349.706256730024,14878.960940823628
26.300000000000104,799166.3210507343,1390.2054368944614,14597.60028053323
26.400000000000105,823058.988319775,1431.919831414402,14325.256506734984
26.500000000000107,847665.9744160637,1474.8859038644139,14061.780907833356
26.600000000000108,873008.6353222212,1519.1412119398829,13807.030365148365
26.70000000000011,899108.9655004606,1564.724440287023,13560.867279192253
26.80000000000011,925989.6169812055,1611.6754343179784,13323.159499524483
26.900000000000112,953673.9190223996,1660.0352350405726,13093.780258153261
27.000000000000114,982185.898356571,1709.8461149331556,12872.608106454169
27.100000000000115,1011550.3000432227,1761.1516148959033,12659.52685557887
27.200000000000117,1041792.6089446469,1813.9965823108707,12454.425520329196
27.300000000000118,1072939.0718438013,1868.427210244069,12257.198266474292
27.40000000000012,1105016.7202234431,1924.4910778238311,12067.744361490864
27.50000000000012,1138053.3937262911,1982.2371918307642,11885.968128708892
27.600000000000122,1172077.7643165758,2041.7160295356425,11711.778904847564
27.700000000000124,1207119.3611639473,2102.9795828226843,11545.091000928522
27.800000000000125,1243208.5962713363,2166.0814036367847,11385.823666555838
27.900000000000126,1280376.790869012,2231.0766507944295,11233.90105755458
28.000000000000128,1318656.202597742,2298.0221381992083,11089.252206962086
28.10000000000013,1358080.053504648,2366.9763845040716,10951.810999368536
28.20000000000013,1398682.5588760518,2437.9996642637448,10821.516148605744
28.300000000000132,1440498.956932339,2511.1540606220133,10698.311178785507
28.400000000000134,1483565.5394106056,2586.50351957993,10582.14440869125
28.500000000000135,1527919.6830616393,2664.113905892384,10472.968939529137
28.600000000000136,1573599.8820885604,2744.053060641891,10370.742646047254
28.700000000000138,1620645.7815552833,2826.3908605399333,10275.428171033964
28.80000000000014,1669098.2117937903,2911.1992790076815,10186.992923208945
28.90000000000014,1718999.2238400776,2998.552449089493,10105.409078523004
29.000000000000142,1770392.1259295323,3088.526728254183,10030.653584885242
29.100000000000144,1823321.5210834087,3181.200765140706,9962.708170338718
29.200000000000145,1877833.3458190276,3276.6555683065944,9901.559354708328
29.300000000000146,1933974.9100172957,3374.974577039254,9847.198464747267
29.400000000000148,1991794.937982141,3476.243734292005,9799.62165281102
29.50000000000015,2051343.6107275053,3580.551561808626,9758.829919090611
29.60000000000015,2112672.6095285863,3687.9892375020754,9724.829137439441
29.700000000000152,2175835.1607751343,3798.650675155016,9697.630084830884
29.800000000000153,2240886.0821657265,3912.632606511823,9677.248474486596
29.900000000000155,2307881.8302831086,4030.0346658338235,9663.704992718292
30.000000000000156,2376880.5495919,4150.95947699169,9657.025339528685
30.100000000000158,2447942.1229011794,4275.512743171102,9657.240273020167
30.20000000000016,2521128.223335752,4403.803339270101,9664.385657662839
30.30000000000016,2596502.3678612,4535.943407068905,9678.5025164765
30.400000000000162,2674129.9724091724,4672.048453255361,9699.637087184316
30.500000000000163,2754078.408650751,4812.237450391737,9727.840882399028
30.600000000000165,2836417.0624671755,4956.632940911099,9763.170753905764
30.700000000000166,2921217.3941686614,5105.361144234175,9805.68896110882
30.800000000000168,3008553.0005135825,5258.55206710036,9855.46324371307
30.90000000000017,3098499.6785818413,5416.339617209275,9912.566898714082
31.00000000000017,3191135.491557856,5578.8617202722435,9977.078861774533
31.100000000000172,3286540.836480266,5746.260440575974,10049.08379306799
31.200000000000173,3384798.5140171456,5918.682105163869,10128.672167674833
31.300000000000175,3485993.8003272917,6096.27743174348,10215.940370618711
31.400000000000176,3590214.5210699406,6279.201660431927,10310.990796635806
31.500000000000178,3697551.127627159,6467.614689454452,10413.931954772974
31.60000000000018,3808096.775605052,6661.681214914699,10524.878577914833
31.70000000000018,3921947.4056819193,6861.570874758929,10643.95173734393
31.800000000000182,4039201.826873534,7067.458397059975,10771.278962442231
31.900000000000183,4159961.802287793,7279.5237527505915,10906.994365646475
32.000000000000185,4284332.137443184,7497.952312939673,11051.23877277425
32.100000000000186,4412420.771227702,7722.935010948879,11204.159858842122
32.20000000000019,4544338.869577162,7954.6685092112875,11365.912289501734
32.30000000000019,4680200.92195422,8193.355371177984,11536.657868224424
32.40000000000019,4820124.840711816,8439.20423838282,11716.565689369769
32.50000000000019,4964232.063427291,8692.430012820161,11905.812297278366
32.60000000000019,5112647.658295986,8953.25404479502,12104.581851534189
32.700000000000195,5265500.432675791,9221.90432640975,12313.066298547057
32.800000000000196,5422923.044876845,9498.6156908565,12531.465549611086
32.9000000000002,5585052.11929342,9783.630017689558,12759.9876656004
33.0000000000002,5752028.364977898,10077.196444257073,12998.849048469028
33.1000000000002,5923996.69775975,10379.571583476945,13248.274639727615
33.2000000000002,6101106.366015508,10691.01974814724,13508.498126075505
33.3000000000002,6283511.080198878,11011.813181987229,13779.762152372807
33.400000000000205,6471369.14624342,11342.232297610974,14062.31854214327
33.500000000000206,6664843.602953558,11682.56592164151,14356.42852580519
33.60000000000021,6864102.363503171,12033.111547179866,14662.362976834132
33.70000000000021,7069318.361164572,12394.175593849606,14980.402656068023
33.80000000000021,7280669.699394329,12766.073675644215,15310.838464372053
33.90000000000021,7498339.806406224,13149.130876811445,15653.971703888012
34.00000000000021,7722517.5943654515,13543.682036015794,16010.114348099945
34.100000000000215,7953397.6233422635,13950.072039027491,16379.589320955616
34.200000000000216,8191180.270167332,14368.656120193837,16762.730785290885
34.30000000000022,8436071.902335368,14799.800172956435,17159.884440812235
34.40000000000022,8688285.057107948,15243.881069685722,17571.407831900673
34.50000000000022,8948038.625970967,15701.286991112382,17997.67066550879
34.60000000000022,9215558.044606823,16172.4177656436,18439.055139431344
34.70000000000022,9491075.488546185,16657.685218860766,18895.956281238614
34.800000000000225,9774830.074669173,17157.51353350412,19368.782298170994
34.900000000000226,10067068.068730805,17672.339620259012,19857.954938302602
35.00000000000023,10368043.099090848,18202.613499667892,20363.909863291465
35.10000000000023,10678016.376833525,18748.79869550185,20887.097033043738
35.20000000000023,10997256.922468148,19311.372639935587,21427.981102629637
35.30000000000023,11326041.799407432,19890.827090879957,21987.04183179942
35.40000000000023,11664656.354426086,20487.66856183689,22564.774507458398
35.500000000000234,12013394.465308402,21102.418764652444,23161.69037947138
35.600000000000236,12372558.795899764,21735.61506555501,23778.31711017817
35.70000000000024,12742461.058783425,22387.81095487726,24415.19923801371
35.80000000000024,13123422.285810525,23059.576530872484,25072.89865563864
35.90000000000024,13515773.106718153,23751.498998048202,25751.995102998422
36.00000000000024,405432.64182749204,24464.18318045265,23742.729434375127
36.10000000000024,417553.8573442524,25198.112851822436,23212.47415379249
36.200000000000244,430037.4607164688,25954.06053818184,22696.128030578267
36.300000000000246,442894.28625012323,26732.68678371314,22193.392614010318
36.40000000000025,456135.492164332,27534.67194903568,21703.977673612084
36.50000000000025,469772.57027537347,28360.716805702323,21227.601033480634
36.60000000000025,483817.3559702389,29211.54314853087,20763.988411535975
36.70000000000025,498282.0384783624,30087.894426305564,20312.873263601807
36.80000000000025,513179.17145044496,30990.536391399724,19873.99663223085
36.900000000000254,528521.6838535535,31920.25776888718,19447.10700019087
37.000000000000256,544322.8911919497,32877.87094572714,19031.960148530397
37.10000000000026,560596.5070633896,33864.21268062473,18628.319019146
37.20000000000026,577356.6550609198,34880.1448351875,18235.953581775884
37.30000000000026,594617.8810305026,35926.555127016676,17854.640705347207
37.40000000000026,612395.1656951073,37004.35790539135,17484.164033607452
37.50000000000026,630703.9376562237,38114.49495022329,17124.313864972715
37.600000000000264,649560.0867840812,39257.93629498054,16774.887036528617
37.700000000000266,668979.9780081959,40435.68107429885,16435.686812122054
37.80000000000027,688980.4655202131,41648.75839702159,16106.522774484725
37.90000000000027,709578.9074013721,42898.22824543103,15787.210721331865
38.00000000000027,730793.1806872882,44185.18240145671,15477.572565382274
38.10000000000027,752641.6968831263,45510.745400670174,15177.43623824818
38.20000000000027,775143.4179426316,46876.07551489976,14886.635598146016
38.300000000000274,798317.8727248854,48282.365764323964,14605.010341381714
38.400000000000276,822185.1739430672,49730.844959927774,14332.405917566502
38.50000000000028,846766.0356199357,51222.7787772329,14068.673448521751
38.60000000000028,872081.7910651747,52759.47086224006,13813.669650833734
38.70000000000028,898154.4113902077,54342.263970549706,13567.256762021685
38.80000000000028,925006.5245765503,55972.54114065664,13329.302470284849
38.90000000000028,952661.4351142482,57651.726902443545,13099.679847796684
39.000000000000284,981143.144227446,59381.28852192964,12878.267287516714
39.100000000000286,1010476.3707046397,61162.73728336191,12664.94844349291
39.20000000000029,1040686.5723516897,62997.62980976938,12459.612174629854
39.30000000000029,1071799.9680862166,64887.56942313415,12262.152491900262
39.40000000000029,1103843.5606925506,66834.20754536784,12072.46850897987
39.50000000000029,1136845.1602569872,68839.24514131756,11890.464396287945
39.60000000000029,1170833.4083036853,70904.43420506224,11716.049338418117
39.700000000000294,1205837.8026521564,73031.57929079821,11549.13749494652
39.800000000000296,1241888.7230179186,75222.53908965152,11389.647964606655
39.9000000000003,1279017.4573785316,77479.22805379491,11237.504752822642
40.0000000000003,1317256.2291278976,79803.61806928857,11092.636742595045
40.1000000000003,1356638.225042395,82197.74017910639,10954.977668735648
40.2000000000003,1397197.6240831139,84663.6863578533,10824.46609545013
40.3000000000003,1438969.6270591912,87203.61133972442,10701.045397269838
40.400000000000304,1481990.4871779925,89819.73450130332,10584.66374333634
40.500000000000306,1526297.5415086509,92514.34180084444,10475.274085044839
40.60000000000031,1571929.2433862702,95289.78777573445,10372.834147055006
40.70000000000031,1618925.1957849183,98148.4975998777,10277.306421680187
40.80000000000031,1667326.1856883706,101092.96920280354,10188.65816666847
40.90000000000031,1717174.2194884361,104125.77545234734,10106.861406391612
41.00000000000031,1768512.5594415874,107249.56640281221,10031.892936460285
41.100000000000314,1821385.7612155331,110467.07161057595,9963.734331786738
41.200000000000315,1875839.7125583205,113781.10251916655,9902.371958118492
41.30000000000032,1931921.6731235276,117194.55491589059,9847.79698706934
41.40000000000032,1989680.3154861082,120710.41146216054,9800.005414676532
41.50000000000032,2049165.767384489,124331.74429973261,9758.99808351574
41.60000000000032,2110429.655225576,128061.717735132,9724.78070840809
41.70000000000032,2173525.1488904296,131903.5910046114,9697.363905756312
41.800000000000324,2238507.007879498,135860.72112205878,9676.763226549867
41.900000000000325,2305431.6288374495,139936.5658123427,9662.999193081709
42.00000000000033,2374357.094498857,144134.6865326588,9656.097339422282
42.10000000000033,2445343.2240972114,148458.7515845166,9656.088255699236
42.20000000000033,2518451.6252810103,152912.53931908731,9663.007636234342
42.30000000000033,2593745.747581985,157499.94143871166,9676.896331592145
42.40000000000033,2671290.937481862,162224.9663974542,9697.800404597934
42.500000000000334,2751154.4951254604,167091.74290367446,9725.771190385814
42.600000000000335,2833405.7327293353,172104.523527676,9760.8653605408
42.70000000000034,2918116.0347366654,177267.68841758536,9803.144991402203
42.80000000000034,3005358.9197705924,182585.74912670808,9852.67763659885
42.90000000000034,3095210.104439777,188063.35255570622,9909.536403890086
43.00000000000034,3187747.569051549,193705.2850130415,9973.800036390045
